Time,Time Code,Country Name,Country Code,GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",Gross capital formation (% of GDP) [NE.GDI.TOTL.ZS],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Individuals using the Internet (% of population) [IT.NET.USER.ZS],Access to electricity (% of population) [EG.ELC.ACCS.ZS],Exports of goods and services (% of GDP) [NE.EXP.GNFS.ZS],Domestic credit to private sector by banks (% of GDP) [FD.AST.PRVT.GD.ZS]
2004,YR2004,New Zealand,NZL,103905210084.034,4.08796484025709,2.2902490284757,25.2816076708571,79.5487804878049,61.8476,100,29.5434106069527,110.622286634877
2004,YR2004,Norway,NOR,265268662473.297,4.01458802387079,0.454498502220837,21.5094822895293,79.8414634146342,77.69,100,41.11014734445,96.6230842542303
2004,YR2004,Portugal,PRT,189382122532.169,1.7887355199795,2.36536204097302,23.8243238411168,77.6707317073171,31.78,100,27.6670515552519,121.106700978667
2004,YR2004,Qatar,QAT,31734065934.0659,19.2189153397893,..,31.5110118429254,76.484,20.7016,100,64.1682249463259,28.9788065309232
2004,YR2004,Russian Federation,RUS,591016690732.385,7.19994786954857,10.8886157326216,20.9012750797344,65.4709756097561,12.8594,98,34.4178910554597,24.3111152863415
2004,YR2004,Saudi Arabia,SAU,258742133333.333,8.63100545880309,0.515509265673334,19.8646168179799,74.027,10.2345,100,50.9853310838178,32.3542594274042
2004,YR2004,Singapore,SGP,115033593101.049,9.93998268434957,..,22.8924616706012,79.490243902439,62,100,213.951695442646,95.728605740795
2004,YR2004,Slovenia,SVN,34156553313.4031,4.54602214352336,3.59297594249509,29.0471155904874,77.2073170731707,40.81,100,55.4710149538959,44.946768851081
2004,YR2004,South Africa,ZAF,255806908594.573,4.55455990721774,-0.692039437857689,16.9603513170499,53.963,8.42512,80.6,22.7575187856654,55.8545721603873
2004,YR2004,Spain,ESP,1069829382514.67,3.1145314799161,3.03924881090924,28.3028257363739,79.8707317073171,44.01,100,25.3882582473993,115.928325847413
2004,YR2004,Switzerland,CHE,403912891033.374,2.70170912949028,0.802908730955232,24.548464470039,81.0878048780488,67.8,100,51.2999852986173,142.70395699742
2004,YR2004,Sweden,SWE,384547211147.247,4.17953040762463,0.373659828721814,21.1624986420731,80.4975609756098,83.89,100,42.7181679823666,91.6346042585295
2004,YR2004,Thailand,THA,172895685154.658,6.28934214285795,..,25.6814147024811,72.1,10.6773,92.2,65.9718573391185,95.1420717799672
2004,YR2004,Turkiye,TUR,408865430220.331,9.79593638920282,8.59826168115273,24.9817147828372,73.223,14.58,99.7,23.6247532110161,16.5723956447179
2004,YR2004,United Arab Emirates,ARE,147824370319.946,9.56643663767056,..,19.9785190602061,80.272,30.1313,100,63.5677298138648,37.7109332547409
2004,YR2004,United States,USA,12217196000000,3.84777169424153,2.67723669309172,22.6521453858971,77.4878048780488,64.7583,100,9.62874787307988,53.333891813761
2004,YR2004,United Kingdom,GBR,2421525082387.4,2.45790443810543,1.39039756680422,17.7742645941403,78.7463414634146,65.61,100,24.0722889197868,136.666220588113
2004,YR2004,Viet Nam,VNM,45427854693.2554,7.53641060890386,7.75494748709601,35.46533166878,73.062,7.64241,91,59.7310414143857,58.7224307884587
2005,YR2005,Germany,DEU,2893393187361.87,0.885697256705441,1.54691114751329,18.7355259254163,78.9317073170732,68.71,100,35.9531497908166,103.75352043032
2005,YR2005,India,IND,820383763511.445,7.92343062148318,4.24634362031923,37.4282640165983,64.939,2.38807,68.8,19.6052466948335,40.0679804780573
2005,YR2005,Australia,AUS,695692898676.56,3.15416753184221,2.69183168316832,27.4568260355592,80.8414634146341,63,100,18.224372786193,108.433078240274
2005,YR2005,Austria,AUT,313952317330.776,2.32036514266782,2.29913785639286,23.9653234755669,79.3317073170732,58,100,48.9511516701756,94.6325863976671
2005,YR2005,Belgium,BEL,385714762230.039,2.32173792911834,2.78143263670022,23.6810632000764,78.9804878048781,55.82,100,74.2828289213953,63.5971249938717
2005,YR2005,Brazil,BRA,891633839894.183,3.20213206130431,6.86953720898965,17.2048834494962,71.832,21.0227,97.1,15.2438292665623,31.8397841549909
2005,YR2005,China,CHN,2317551298052.05,11.458238455067,1.7764140766757,40.178086700104,74.085,8.52326,97.9,33.3687977498922,110.283274752182
2005,YR2005,Denmark,DNK,265150087711.985,2.35960882992528,1.81781458291254,22.1713094338111,77.8439024390244,82.74,100,47.3751212346545,157.138022062798
2005,YR2005,Indonesia,IDN,285868619196.085,5.69257130383384,10.4532001873347,25.0814099389568,67.531,3.60202,84.8,34.0672676279992,25.5393578387929
2005,YR2005,Ireland,IRL,211876989655.907,5.73978266558288,2.45654692931639,30.3097495862833,78.9439024390244,41.61,100,79.5276963895122,124.638031848001
2005,YR2005,Israel,ISR,147519922009.047,4.38778887041551,1.34070328119492,23.6701125407691,80.1512195121951,25.194,100,38.8199731456125,74.5926339832096
2005,YR2005,Italy,ITA,1864982261286.85,0.762410677306491,1.9852929852798,21.5260216463093,80.7829268292683,35,100,24.5118533579183,70.300040738507
2005,YR2005,Japan,JPN,4831467035389.8,1.80390087215821,-0.282946068764429,26.052325978807,81.9551219512195,66.9211,100,13.8158957221159,95.6803706783426
2005,YR2005,"Korea, Rep.",KOR,934901071332.984,4.30854271411236,2.75379162735039,32.5081847804131,78.1682926829268,73.5,100,35.2830827957409,110.303666998869
2005,YR2005,Luxembourg,LUX,37672280120.4794,2.48287498468387,2.48769665164088,21.5102572947922,79.4317073170732,70,100,153.824409812811,71.2724479975652
2005,YR2005,Malaysia,MYS,143534405818.501,5.33213916141486,2.97507092684449,22.3964178094036,74.37,48.6292,98.7,112.898976779781,106.292938639901
2005,YR2005,Mexico,MEX,917571853529.104,2.11324711473297,3.98805714597437,21.5221459698375,73.627,17.21,98.9,25.4870738285114,13.3082803926152
2005,YR2005,Netherlands,NLD,688133699635.797,2.03396336199143,1.68813017869623,20.3913422355285,79.3463414634146,81,100,65.5858924432585,115.890888447757
2005,YR2005,New Zealand,NZL,114720129550.095,3.35292760405062,3.03702332617012,25.4208681883182,79.8512195121951,62.7202,100,28.2851654320382,120.619902170778
2005,YR2005,Norway,NOR,309978579743.888,2.68512290339085,1.53213367609255,22.4223186651023,80.0414634146342,81.99,100,43.4420594110174,98.5041050807807
2005,YR2005,Portugal,PRT,197253876704.921,0.781847565175809,2.27716394887834,23.3586139281485,78.0707317073171,34.99,100,27.0841675459537,124.690399477514
2005,YR2005,Qatar,QAT,44530494505.4945,7.49275848279068,..,34.3078887785256,76.909,24.7335,100,65.0850448205021,33.7175765465078
2005,YR2005,Russian Federation,RUS,764015973481.11,6.39996544799469,12.6853039507349,20.0774969178103,65.529756097561,15.2267,98,35.2030659651181,25.9183747405821
2005,YR2005,Saudi Arabia,SAU,328459608764.111,5.94489623934835,0.479229463955303,20.1748334986768,74.4,12.705,100,57.050742989557,35.4189179790554
2005,YR2005,Singapore,SGP,127807848728.398,7.36632239250758,..,21.506936250429,79.990243902439,61,100,225.159667736916,89.2230741386686
2005,YR2005,Slovenia,SVN,35947936823.7781,3.8541277114569,2.45150132316474,28.6986499842107,77.6121951219512,46.81,100,60.2413029718392,52.6606899059758
2005,YR2005,South Africa,ZAF,288867217196.534,5.27705197295467,2.06285308223427,16.8318153447643,53.914,7.48854,80.8,23.5997644915436,58.8079522003948
2005,YR2005,Spain,ESP,1154667551775.88,3.5512255846125,3.36881409750383,29.4041085115965,80.1707317073171,47.88,100,24.940578932511,135.871253994626
2005,YR2005,Switzerland,CHE,418284865884.998,2.74969910618739,1.17195420333702,27.1892191875479,81.2365853658537,70.1,100,53.8541740314548,146.36430186013
2005,YR2005,Sweden,SWE,391690329314.475,2.79317686019922,0.453170852576178,21.2769729917349,80.5463414634146,84.83,100,45.3308535530062,99.2671688859539
2005,YR2005,Thailand,THA,189318408468.595,4.18763842884337,..,30.4207508630674,72.894,15.026,92.8,68.402716900887,93.8280727786522
2005,YR2005,Turkiye,TUR,506314717661.655,8.99230493626517,8.17916036802001,26.8036143020067,73.51,15.46,99.7,21.8762675597935,21.2237356325229
2005,YR2005,United Arab Emirates,ARE,180617467964.602,4.85514119553352,..,20.1668488058722,80.779,40,100,67.5853113898841,43.7556575674849
2005,YR2005,United States,USA,13039197000000,3.48354993544559,3.3927468454955,23.375726281304,77.4878048780488,67.9681,100,9.98205641037558,55.2582985887858
2005,YR2005,United Kingdom,GBR,2543180000000,2.73266076681189,2.0891364902507,17.9950798892439,79.0487804878049,70,100,25.2715104711424,142.617796330864
2005,YR2005,Viet Nam,VNM,57633255738.1992,7.54724772895918,8.28457243128677,33.7574028912441,73.198,12.7399,96.1,63.6994926701393,60.4667877825079
2006,YR2006,Germany,DEU,3046308753670.58,3.85573614635729,1.57742642840562,19.897946566207,79.1317073170732,72.16,100,38.9694499171537,100.341277234171
2006,YR2006,India,IND,940259888787.721,8.06073257166651,5.79652337561633,38.9985063717532,65.373,2.8055,67.9,21.2679414221966,43.6277524334268
2006,YR2006,Australia,AUS,748417562769.636,2.75534610557227,3.55528773727026,27.5048144980167,81.0414634146342,66,100,19.8535392187758,113.601509731452
2006,YR2006,Austria,AUT,333905979332.481,3.26933601506059,1.44154851119019,23.8292704822076,79.8804878048781,63.6,100,51.2031559330564,94.7785280472083
2006,YR2006,Belgium,BEL,408259840868.823,2.55234087322462,1.79120770070459,23.9705491132595,79.380487804878,61.9819,100,76.8049970552189,65.833003999674
2006,YR2006,Brazil,BRA,1107626541434.92,3.96198871122617,4.18356812896909,17.8164738793472,72.296,28.1784,97.6,14.3743163038801,35.4251666765934
2006,YR2006,China,CHN,2791498472804.33,12.6746751655235,1.6494309945586,39.6897003482818,74.404,10.5232,98.2,35.5268468681701,107.588678865514
2006,YR2006,Denmark,DNK,283386151543.687,3.81648769908172,1.92422138464594,24.2627515456151,78.0951219512195,86.65,100,50.6843661293202,168.745383886589
2006,YR2006,Indonesia,IDN,364570515618.357,5.50095178520348,13.108670985346,25.4002172943548,67.664,4.76481,90.6,31.0347163143166,23.8680202332176
2006,YR2006,Ireland,IRL,232180617162.279,4.98785480513406,3.93576114001353,31.8932052929498,79.2414634146342,54.82,100,79.0346762561037,144.568695352522
2006,YR2006,Israel,ISR,158900547825.306,5.60162698158004,2.05407914587443,23.5973079641713,80.5536585365854,27.8811,100,39.0366654738202,72.6119912753129
2006,YR2006,Italy,ITA,1958563654385.64,1.79947992234244,2.09084391012754,22.3603695757618,81.2829268292683,37.99,100,26.0530628243151,75.1153209362712
2006,YR2006,Japan,JPN,4601663122649.92,1.3723501275831,0.249355116079105,26.0775543929763,82.3219512195122,68.6853,100,15.6573740466117,96.471047902144
2006,YR2006,"Korea, Rep.",KOR,1053216909887.56,5.26432659466724,2.24234028518922,32.9933079853202,78.6682926829268,78.1,100,35.6264186161218,122.218124674635
2006,YR2006,Luxembourg,LUX,42910146296.0646,6.0167154014547,2.66631494577069,19.0038754886789,79.2878048780488,72.51,100,167.740311680643,74.7241152133084
2006,YR2006,Malaysia,MYS,162692258307.056,5.5848470671515,3.60923564224389,22.7035242231695,74.697,51.638,98.8,112.18548084399,103.48916693477
2006,YR2006,Mexico,MEX,1020265057882.01,4.80501351664901,3.62946762439132,22.5641029454858,73.746,19.52,99.1,26.5547481705759,15.6444828091929
2006,YR2006,Netherlands,NLD,737593995289.411,3.53737509680782,1.10150106517702,20.9352721280667,79.6975609756098,83.7,100,68.1457296355057,112.9576606451
2006,YR2006,New Zealand,NZL,111538810712.665,2.77978059105617,3.36540196171992,23.7593311783447,80.0487804878049,69,100,29.6086137531685,129.355625450571
2006,YR2006,Norway,NOR,346915160681.708,2.46147311635166,2.32934980757543,23.929297473876,80.3439024390244,82.55,100,44.5373237369717,89.0539271715079
2006,YR2006,Portugal,PRT,208756449275.848,1.62503532141992,3.1076654587105,22.9256733300806,78.419512195122,38.01,100,30.3574044411002,133.334160148436
2006,YR2006,Qatar,QAT,60882142857.1429,26.1702456703032,..,41.8887149103609,77.323,28.9741,100,62.8177301668238,35.9945250912635
2006,YR2006,Russian Federation,RUS,989932071352.543,8.20006825456321,9.66865454789263,21.1715918033474,66.7275609756098,18.0233,98.1,33.7304754439762,30.9385804414817
2006,YR2006,Saudi Arabia,SAU,376900133511.348,3.31348473625901,2.20902350206394,22.2151611310309,74.762,19.4596,100,59.8319082445442,33.7245867667594
2006,YR2006,Singapore,SGP,148627286361.351,9.00676607871758,0.96565751901852,22.3792634447668,80.1414634146341,59,100,228.037617061062,84.2869289647475
2006,YR2006,Slovenia,SVN,39260368837.0342,5.90878130011174,2.45792444195865,30.5745557357793,78.0865853658537,54.01,100,65.2348404381098,60.3445532177601
2006,YR2006,South Africa,ZAF,303858675363.643,5.60380645895889,3.24390765419229,18.4902026867601,54.22,7.60714,80.7,26.098249881712,65.8170728868808
2006,YR2006,Spain,ESP,1261846683275.29,4.04343515605099,3.51557576832128,30.5843124611931,80.8219512195122,50.37,100,25.183486968843,156.580256642945
2006,YR2006,Switzerland,CHE,441634672196.523,4.0736284178369,1.05950928324802,27.9189340638126,81.490243902439,75.7,100,56.6091852245621,150.175660852731
2006,YR2006,Sweden,SWE,422530427475.536,4.67599870313569,1.3602146862768,22.454590420444,80.7487804878049,87.76,100,47.5975729379243,102.721719934538
2006,YR2006,Thailand,THA,221758296021.621,4.96781089246107,..,27.0116433930542,73.341,17.1607,99.1,68.6753420333013,88.9058347549099
2006,YR2006,Turkiye,TUR,557076157773.479,6.94798808571993,9.59724212288433,29.3486961558137,73.804,18.24,99.7,22.3948339423242,24.7234860233588
2006,YR2006,United Arab Emirates,ARE,222116541865.214,9.83731976923958,..,19.2703996822451,81.155,52,100,68.6277976715135,47.286885376531
2006,YR2006,United States,USA,13815583000000,2.78453963817891,3.22594410070404,23.5375300484967,77.6878048780488,68.9312,100,10.641389509223,57.1521722561803
2006,YR2006,United Kingdom,GBR,2708441582336.71,2.38069403532468,2.45566166439291,18.3840362816721,79.2487804878049,68.82,100,27.5121294423106,153.270839475611
2006,YR2006,Viet Nam,VNM,66371664817.0436,6.97795481056711,7.41801715108463,34.5366510764767,73.293,17.2546,96,67.7168143260187,65.3595423737595
2007,YR2007,Germany,DEU,3484056680854.91,2.89010717888073,2.29834400700951,20.7873433455798,79.5341463414634,75.16,100,40.6368056265783,95.4983439670839
2007,YR2007,India,IND,1216736438834.96,7.6608150670107,6.37288135593232,41.9507982267334,65.803,3.95,72.3,20.7996997489032,45.6277647457138
2007,YR2007,Australia,AUS,855007458585.224,3.77332171303566,2.32761128891475,27.5019903160907,81.2926829268293,69.45,100,20.1835039296691,120.511803195287
2007,YR2007,Austria,AUT,386760177589.497,3.77522468729185,2.1685552880075,24.7335259294195,80.1804878048781,69.37,100,52.8904832388178,93.183321689626
2007,YR2007,Belgium,BEL,470922156309.453,3.67692462515802,1.82305630026808,24.6032741505197,79.7829268292683,66.7604,100,78.3018047028263,68.4432666538424
2007,YR2007,Brazil,BRA,1397114486368.67,6.06987060678338,3.64127299102653,19.8193259830854,72.73,30.88,98.1,13.3276751040789,40.6909379433524
2007,YR2007,China,CHN,3604055822571.63,14.1499854947127,4.81676767378834,40.2220879226288,74.789,16,98.5,34.9066956194649,104.187272070106
2007,YR2007,Denmark,DNK,320213157595.018,0.987173815945127,1.69326586220316,25.231367727118,78.1951219512195,85.03,100,51.3974872348582,184.03730996541
2007,YR2007,Indonesia,IDN,432216737774.861,6.34502222667214,6.40656087966005,24.9202838487256,67.914,5.78627,91.1,29.4357184851264,25.1634494347
2007,YR2007,Ireland,IRL,270079279419.5,5.31011673012934,4.88574537540807,29.2481055759668,79.6414634146341,61.1583,100,80.8367951764565,158.097607403232
2007,YR2007,Israel,ISR,184681214673.45,6.32334950499747,0.46622697293607,24.4314394857535,80.5048780487805,48.1281,100,38.7309427849305,65.7399933230551
2007,YR2007,Italy,ITA,2222524108127.65,1.46229205289291,1.82974112202403,22.6200727686655,81.4341463414634,40.79,100,27.2450545395013,81.1708226078018
2007,YR2007,Japan,JPN,4579750920354.81,1.48396941157472,0.0600394544986545,25.7687401593638,82.5070731707317,74.3,100,17.2891273707229,96.2301520708008
2007,YR2007,"Korea, Rep.",KOR,1172614086539.86,5.79954841503216,2.53457382137932,33.0974830502206,79.119512195122,78.8,100,37.3921796905127,129.136189520366
2007,YR2007,Luxembourg,LUX,51587401415.7872,8.09866723048083,2.31245861786127,19.5133253491461,79.3829268292683,78.92,100,169.576705513534,85.3118398397658
2007,YR2007,Malaysia,MYS,193549569477.733,6.29878592740947,2.02735317779569,23.4095349745995,74.961,55.7,98.9,106.168274866985,101.420335166982
2007,YR2007,Mexico,MEX,1102355554880.44,2.0778639395329,3.96684905458234,23.0719146894422,73.796,20.81,97.9,26.7810613301488,17.0345191557107
2007,YR2007,Netherlands,NLD,853499460872.552,3.88530644801823,1.61385859802103,23.2286138653607,80.0975609756098,85.82,100,68.7100477700614,112.717594636907
2007,YR2007,New Zealand,NZL,137188946865.584,3.05641638984955,2.37614310290658,24.7759451018626,80.1512195121951,69.76,100,29.2731139479196,134.733716177487
2007,YR2007,Norway,NOR,402643260487.572,2.91404000653228,0.712589073634204,27.0747410995969,80.3951219512195,86.93,100,42.9575531295574,98.986939098558
2007,YR2007,Portugal,PRT,240496147317.381,2.50657936515483,2.45396528138742,23.0998862393828,78.3219512195122,42.09,100,31.1941845713373,142.159884398411
2007,YR2007,Qatar,QAT,79712087912.0879,17.9856568160263,..,46.0165706250517,77.741,37,100,60.2773718602663,41.5745316248035
2007,YR2007,Russian Federation,RUS,1299703478481.65,8.49997776916511,9.0072986886108,24.1645140334655,67.5868292682927,24.66,98.2,30.164060484537,37.7817730712061
2007,YR2007,Saudi Arabia,SAU,415964509673.115,2.21365396372528,4.16782716547868,26.4729184187854,75.066,30,100,59.9374401392842,37.071588765142
2007,YR2007,Singapore,SGP,180941701357.97,9.02151951268893,2.10980166714573,23.0659529090098,80.4414634146342,69.9,100,212.779393731371,85.3516862634655
2007,YR2007,Slovenia,SVN,47880266542.577,7.1392312914716,3.657495632841,33.2981260591771,78.5609756097561,56.74,100,68.1644475188117,71.3364482244265
2007,YR2007,South Africa,ZAF,333077117253.684,5.36047405394162,6.17781214809388,19.3259650755187,54.948,8.06538,82,27.958964394702,70.3818820266591
2007,YR2007,Spain,ESP,1476746276854.51,3.53350013165972,2.78679745804946,30.458980215138,80.8731707317073,55.11,100,25.9230971257706,167.635941463016
2007,YR2007,Switzerland,CHE,490740715594.802,3.91637577227581,0.73235060312225,26.7888145984599,81.7414634146342,77.2,100,61.5528145502156,153.597318200965
2007,YR2007,Sweden,SWE,490050156832.574,3.22491132428186,2.21216883436734,24.0777971777253,80.9,82.01,100,47.7232469171846,111.251751505291
2007,YR2007,Thailand,THA,262942621455.053,5.43515169050809,..,25.4960142904031,73.779,20.03,94.1,68.8722751702483,86.2263217343406
2007,YR2007,Turkiye,TUR,681321124295.914,5.04350793157104,8.75618090972639,28.6014978751041,74.129,28.63,99.7,21.8895256942149,28.0162488758688
2007,YR2007,United Arab Emirates,ARE,257916133424.098,3.18439017324607,..,25.1991828204692,81.438,61,100,72.3840975003088,56.0323776363312
2007,YR2007,United States,USA,14474228000000,2.00385829909158,2.85267248150138,22.5575692188903,77.9878048780488,75,100,11.4637892950146,59.3775158702738
2007,YR2007,United Kingdom,GBR,3090510204081.63,2.62487995340285,2.38656150773327,18.6449631855251,79.4487804878049,75.09,100,25.5115603212923,169.999812253623
2007,YR2007,Viet Nam,VNM,77414425532.2452,7.12950448605439,8.34444889773837,39.5662708970146,73.385,20.7554,93.1,70.517874602272,85.63968738395
2008,YR2008,Germany,DEU,3808786022312.5,0.910403214153277,2.6283798163722,20.898952766365,79.7365853658537,78,100,40.9425488863489,95.3869976213277
2008,YR2008,India,IND,1198895139005.92,3.08669805921981,8.34926704907581,38.4224196528192,66.247,4.38,74.1,24.0973572601391,49.559366687116
2008,YR2008,Australia,AUS,1056112427190.38,3.58626695226046,4.35029854990048,28.6033151100897,81.3951219512195,71.67,100,20.1488773165122,121.713420287772
2008,YR2008,Austria,AUT,429234399096.173,1.45330562142114,3.21595033239886,24.7047623915806,80.4317073170732,72.87,100,53.5983913417575,96.1263148590629
2008,YR2008,Belgium,BEL,517328087920.078,0.446905130727231,4.48944420508402,25.9367703303917,79.6804878048781,68.8573,100,80.8806199752035,62.7577342668556
2008,YR2008,Brazil,BRA,1695855083497.52,5.09419544658736,5.67859390284167,21.6193828541669,73.111,33.83,98.5,13.5340005128387,45.782255995169
2008,YR2008,China,CHN,4667346414521.95,9.67024588602851,5.92525137041092,41.9607249432501,74.833,22.6,98.8,32.092513602143,100.394357016482
2008,YR2008,Denmark,DNK,354979471960.142,-0.417178439991005,3.41626794258373,24.0357328016323,78.4463414634146,85.02,100,53.9709187280921,190.316755626298
2008,YR2008,Indonesia,IDN,510228634992.258,6.01370360009123,10.2266663272483,27.8162445798583,68.085,7.91748,92.7,29.8082841673732,26.2964295414532
2008,YR2008,Ireland,IRL,275447471451.063,-4.48406956719268,4.03568834941386,24.6670937529866,80.0951219512195,65.34,100,84.333282431752,166.321037293602
2008,YR2008,Israel,ISR,221231658862.876,3.22209599987266,4.52744765138651,23.2287706528845,80.9512195121951,59.39,100,37.1735711862802,69.0121716122564
2008,YR2008,Italy,ITA,2417508414187.19,-1.02313851177097,3.34783258401022,22.0387757321995,81.4853658536585,44.53,100,26.7427615964483,83.2335798556298
2008,YR2008,Japan,JPN,5106679115127.3,-1.22428900061713,1.38007886164926,25.869579962101,82.5875609756098,75.4,100,17.2355433764071,96.7995569733688
2008,YR2008,"Korea, Rep.",KOR,1047339010225.25,3.01298487281167,4.67389655533408,33.6668294033225,79.5170731707317,81,100,47.6418852095772,141.949878467341
2008,YR2008,Luxembourg,LUX,58844277701.5258,-0.300175624936841,3.40187963025571,20.5796394806551,80.5390243902439,82.23,100,161.494761789301,101.153326883708
2008,YR2008,Malaysia,MYS,230811614370.384,4.83176988913097,5.44078221100769,21.4583043811993,75.151,55.8,99,99.4995772447266,96.6045684844061
2008,YR2008,Mexico,MEX,1161553459984.65,0.943331872912935,5.12498274575896,24.1213158802068,73.695,21.71,98.9,27.02006122825,16.1609169301114
2008,YR2008,Netherlands,NLD,957901566041.406,2.11681593642137,2.48650198289454,22.2059299952863,80.2512195121951,87.42,100,69.6056649864348,110.218655333418
2008,YR2008,New Zealand,NZL,133437126590.286,-1.01703846933975,3.95894937312061,22.9039037931743,80.3512195121951,72.03,100,32.0052043552236,144.237677846198
2008,YR2008,Norway,NOR,464917553191.489,0.481919549757933,3.75393081761005,25.7831499903704,80.5926829268293,90.57,100,46.2181008986951,101.786445015226
2008,YR2008,Portugal,PRT,263416394624.084,0.31924734289916,2.5885065765796,23.5794931626439,78.5243902439025,44.13,100,31.2610790783868,151.415292652547
2008,YR2008,Qatar,QAT,115270054945.055,17.6635563626089,..,41.1179671245022,78.262,44.3,100,61.3623526215314,40.7995648060098
2008,YR2008,Russian Federation,RUS,1660848058303.11,5.19996926404957,14.1107677840442,25.5012197086864,67.9492682926829,32,98.3,31.3095603335689,41.5508943579967
2008,YR2008,Saudi Arabia,SAU,519796800000,6.2379875365458,9.87024418404628,27.2957945617723,75.301,36,100,62.1115020331022,37.6843188466467
2008,YR2008,Singapore,SGP,193617323539.203,1.86348345462035,6.63544058395309,30.1596763689779,80.790243902439,69,100,228.993770935119,97.8642893229798
2008,YR2008,Slovenia,SVN,55509332322.3578,3.37223866114127,5.64742380573935,33.1452787386717,78.7658536585366,58,100,66.6359175894349,76.7725042203585
2008,YR2008,South Africa,ZAF,316131258616.309,3.1910438863288,9.90998456005467,21.2872491181391,55.982,8.43,81.9,32.2546736710677,69.5641201588549
2008,YR2008,Spain,ESP,1636115447612.5,0.767165748290694,4.07534335957339,28.4790441123592,81.1756097560976,59.6,100,25.5478087649402,170.743020696995
2008,YR2008,Switzerland,CHE,567267767519.158,2.8079835919566,2.42604117060157,27.4120262151199,81.9926829268293,79.2,100,63.1293186926904,145.856728730324
2008,YR2008,Sweden,SWE,514616528348.834,-0.923123085602214,3.43704910602875,23.9607192334419,81.1,90,100,49.0133079236968,118.416669885129
2008,YR2008,Thailand,THA,291382982430.951,1.72569884866334,..,28.2264349517752,74.221,18.2,94.8,71.4164181071068,87.7082434711581
2008,YR2008,Turkiye,TUR,770449132861.373,0.815024573007705,10.4441283764885,28.7390137150289,74.38,34.37,99.7,23.5662909262571,30.8966473581254
2008,YR2008,United Arab Emirates,ARE,315474615738.598,3.19183627331816,..,25.0980915438506,81.591,63,100,78.86788870154,67.610924076344
2008,YR2008,United States,USA,14769862000000,0.113587248160997,3.839100296651,21.0374951370568,78.0390243902439,74,100,12.4258439246081,59.5470669224759
2008,YR2008,United Kingdom,GBR,2929411764705.88,-0.248797260756646,3.52140856342538,17.5942520080321,79.6,78.39,100,27.5059613453815,190.15436746988
2008,YR2008,Viet Nam,VNM,99130304099.1274,5.66177120891362,23.1154483474477,36.4931217965814,73.455,23.92,93.8,70.3366919402715,82.8727709652009
2009,YR2009,Germany,DEU,3479800820863.28,-5.54516454479311,0.312739007368444,18.036009892299,79.8365853658537,79,100,35.4417264226192,96.8244036763439
2009,YR2009,India,IND,1341888016994.9,7.86188883286074,10.8823529411764,39.2567917551336,66.7,5.12,75,20.4005193743564,48.1244479112046
2009,YR2009,Australia,AUS,928762122698.05,1.89255581922549,1.77111716621253,27.3643396718515,81.5439024390244,74.25,100,23.0109850559796,122.507455358702
2009,YR2009,Austria,AUT,399290118782.429,-3.58626472551299,0.506308827696515,23.0148012049122,80.3317073170732,73.45,100,45.4869106822459,98.004316324417
2009,YR2009,Belgium,BEL,485014525992.461,-1.90644105515335,-0.0531456741253725,22.0264057475968,80.0341463414634,74.5441,100,68.5960770690546,58.4652273901757
2009,YR2009,Brazil,BRA,1666996438581.43,-0.125812002161169,4.88803479876799,18.796135029807,73.457,39.22,98.9,10.8513711347491,47.4942898466145
2009,YR2009,China,CHN,5189577094997.58,9.40269972778044,-0.728165250932903,44.9282638913962,75.317,28.9,99.1,24.3307718125403,122.288748651673
2009,YR2009,Denmark,DNK,322619152194.594,-4.97447905669058,1.30470991024336,19.0326255602397,78.5975609756098,86.84,100,46.9989097546293,200.399008860108
2009,YR2009,Indonesia,IDN,539580085612.401,4.62887118256153,4.38641311792073,30.9851924139981,68.267,6.92,93.6,24.1591196686279,24.8947731439176
2009,YR2009,Ireland,IRL,236443117248.477,-5.09578178826901,-4.44754686876747,20.3036686340799,80.190243902439,67.38,100,93.5561683403973,169.251111407609
2009,YR2009,Israel,ISR,213403181852.86,1.23773159721814,3.3676231727125,21.1617869838312,81.4048780487805,63.12,100,31.8215668375585,65.0748073576816
2009,YR2009,Italy,ITA,2209484319012.65,-5.30515401233991,0.774768131387376,19.7023773902113,81.6365853658537,48.83,100,22.2771595955525,86.9986796344792
2009,YR2009,Japan,JPN,5289493117993.89,-5.69323635892741,-1.35283672951723,22.6031764761029,82.9314634146342,78,100,12.41956574798,101.944443995455
2009,YR2009,"Korea, Rep.",KOR,943941876218.743,0.792698989518186,2.75649654493929,29.3999897291047,79.9682926829268,81.6,100,45.1853519113199,138.094914106527
2009,YR2009,Luxembourg,LUX,54467289897.5582,-3.23895409147492,0.368041997888892,16.1829007965354,80.6365853658537,87.31,100,147.925083013145,100.973750998797
2009,YR2009,Malaysia,MYS,202257453036.641,-1.51352871598714,0.583308405623704,17.8356949570531,75.269,55.9,99.3,91.4167918670926,111.447312995454
2009,YR2009,Mexico,MEX,943437415024.633,-6.29525056697287,5.29735584228857,23.2592508057594,73.628,26.34,98.3,26.5132697232887,17.2145203019325
